paper_ID,tabfig,model_type,year,response,resp_type_generalized,exp_num_var,explanatory,exp_isNA,exp_isTIME,exp_isSCALE,exp_isOTHER,exp_SOYPRED,exp_FUNGUS,exp_plantnutrition,exp_leaf_percK,exp_leaf_perc_N,exp_precipitation,exp_growingdegreedays,exp_functdiversity,exp_aspect,exp_intercept,exp_isSBA,exp_captured_SBA,exp_SBA_abundance,exp_isPRED,exp_isPREDTYPE,exp_pred_migration,exp_pred_withheld,exp_pred_richness,exp_pred_abundance,exp_predtype_lacewings,exp_predtype_spiders,exp_coccinellidae,exp_parasitoids,exp_isFIELD,exp_fieldID,exp_fieldperimeter,exp_fieldarea,exp_fieldwidth,exp_fieldtillage_notill,exp_isBORDERTYPE,exp_border,exp_landscape_complexity,exp_border_buckthorn,exp_isBORDERTYPE_crops,exp_bordertype_alfalfa,exp_bordertype_corn,exp_bordertype_canola,exp_bordertype_cereals,exp_bordertype_soybean,exp_bordertype_richness,exp_bordertype_generalizedcrops,exp_isBORDERTYPE_grass,exp_bordertype_grass,exp_bordertype_prairie,exp_bordertype_pasture,exp_isBORDERTYPE_forest,exp_bordertype_forestdistance,exp_bordertype_forestproportion,exp_bordertype_forestdiversity,value,value_type,value_isBEST,value_best_type,value_best_num_var,p_val,signif,delta_i,w_i,likelihood,value_R2_type,value_R2,confidence_interv,spatial_scale,notes,ParCorrDep
Sama2018,T3,multiple linear regression,"2013, 2014",green lacewings,SBA predator abundance,1,landcover type (soybean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,0.4,model coefficient,,p-val,1,sig,1,,,,NA,NA,,0.5,partial correlation coefficients,
Sama2018,T3,multiple linear regression,"2013, 2014",green lacewings,SBA predator abundance,1,landcover type (soybean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,0.42,model coefficient,,p-val,1,sig,1,,,,NA,NA,,1,partial correlation coefficients,
Sama2018,T3,multiple linear regression,"2013, 2014",green lacewings,SBA predator abundance,1,landcover type (soybean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,0.42,model coefficient,,p-val,1,sig,1,,,,NA,NA,,1.5,partial correlation coefficients,
Sama2018,T3,multiple linear regression,"2013, 2014",brown lacewings,SBA predator abundance,1,landcover type (soybean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,NA,model coefficient,,p-val,1,nonsig,,,,,NA,NA,,all,partial correlation coefficients,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.46,NA,NA,model average results,
Mitch2014,F1.a,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,complexity (750m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.46,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,proportion forest (750m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,0.238,model coefficient,,p-val,4,0.155,,,,,R^2_fixed,0.46,0.167,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,0.136,model coefficient,,p-val,4,0.225,,,,,R^2_fixed,0.46,0.112,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-0.84,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.46,0.16,NA,bolded,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,model coefficient,,p-val,4,0.079,,,,,R^2_fixed,0.46,0.151,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.228,model coefficient,,p-val,4,0.16,,,,,R^2_fixed,0.46,0.163,NA,,
Mitch2014,F1.a,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.46,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.29,NA,NA,,
Mitch2014,F1.c,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,complexity (750m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.29,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,proportion forest (750m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0.557,model coefficient,,p-val,4,0.057,,,,,R^2_fixed,0.29,0.293,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,0.496,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.29,0.093,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-0.615,model coefficient,yes,p-val,4,0.023,1,,,,R^2_fixed,0.29,0.271,NA,,
Mitch2014,F1.c,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.29,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.481,model coefficient,,p-val,4,0.108,,,,,R^2_fixed,0.29,0.299,NA,,
Mitch2014,F1.c,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.29,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.39,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,complexity (2000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.22,model coefficient,,p-val,4,0.173,,,,,R^2_fixed,0.39,0.162,NA,,
Mitch2014,F1.b,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,proportion forest (2000m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.39,NA,NA,,
Mitch2014,F1.b,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.39,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-0.781,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.39,0.155,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,model coefficient,,p-val,4,0.167,,,,,R^2_fixed,0.39,0.146,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.138,model coefficient,,p-val,4,0.405,,,,,R^2_fixed,0.39,0.167,NA,,
Mitch2014,F1.b,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.39,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.42,NA,NA,,
Mitch2014,F1.d,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,complexity (500m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.42,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,proportion forest (500m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,0.354,model coefficient,,p-val,4,0.237,,,,,R^2_fixed,0.42,0.299,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1.056,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.42,0.163,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-1.015,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.42,0.285,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,model coefficient,,p-val,4,0.212,,,,,R^2_fixed,0.42,0.291,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.582,model coefficient,,p-val,4,0.061,,,,,R^2_fixed,0.42,0.31,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,-0.369,model coefficient,,p-val,4,0.181,,,,,R^2_fixed,0.42,0.276,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.31,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,complexity (1000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,-1.162,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.31,0.326,NA,,
Mitch2014,F1.g,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,proportion forest (1000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.31,NA,NA,,
Mitch2014,F1.g,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.31,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.327,model coefficient,,p-val,4,0.379,,,,,R^2_fixed,0.31,0.372,NA,,
Mitch2014,F1.g,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.31,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.347,model coefficient,,p-val,4,0.292,,,,,R^2_fixed,0.31,0.329,NA,,
Mitch2014,F1.g,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.31,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,predator richness,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.362,model coefficient,,p-val,4,0.101,,,,,R^2_fixed,0.31,0.221,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,predator abundance,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.293,model coefficient,,p-val,4,0.217,,,,,R^2_fixed,0.31,0.237,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,1,spider abundance,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,model coefficient,,p-val,4,0.356,,,,,R^2_fixed,0.31,0.182,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.12,NA,NA,,
Mitch2014,F1.f,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,complexity (2000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.12,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,proportion forest (2000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,-0.314,model coefficient,,p-val,4,0.163,,,,,R^2_fixed,0.12,0.226,NA,,
Mitch2014,F1.f,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.12,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.882,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.12,0.221,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.321,model coefficient,,p-val,4,0.113,,,,,R^2_fixed,0.12,0.202,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.421,model coefficient,yes,p-val,4,0.039,1,,,,R^2_fixed,0.12,0.204,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,0.274,model coefficient,,p-val,4,0.19,,,,,R^2_fixed,0.12,0.209,NA,,
Mitch2014,F1.f,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,pest richness,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.12,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,1,soybean herbivore abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.797,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.12,0.174,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.47,NA,NA,,
Mitch2014,F1.h,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,complexity (500m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.47,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,proportion forest (500m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,576.3,model coefficient,yes,p-val,4,0.013,1,,,,R^2_fixed,0.47,231.8,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1231.5,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.47,142.8,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,366.2,model coefficient,,p-val,4,0.093,,,,,R^2_fixed,0.47,217.7,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-185.4,model coefficient,,p-val,4,0.438,,,,,R^2_fixed,0.47,239.2,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-345.5,model coefficient,,p-val,4,0.127,,,,,R^2_fixed,0.47,226.6,NA,,
Mitch2014,F1.h,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,NA,model coefficient,,p-val,4,NA,,,,,R^2_fixed,0.47,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,aphid abundance ,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3,model coefficient,,p-val,4,0.572,,,,,R^2_fixed,0.47,204.1,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",soybean yield,Soy herbivory,1,soybean herbivory,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6,model coefficient,,p-val,4,0.165,,,,,R^2_fixed,0.47,190.5,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.7,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,complexity (2000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,-0.209,model coefficient,,p-val,4,0.374,,,,,R^2_fixed,0.7,0.235,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,proportion forest (2000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,-0.32,model coefficient,,p-val,4,0.222,,,,,R^2_fixed,0.7,0.263,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-1.566,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.7,0.132,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-1.152,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.7,0.232,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,aspect (SE),,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,model coefficient,,p-val,4,0.123,,,,,R^2_fixed,0.7,0.224,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.275,model coefficient,,p-val,4,0.238,,,,,R^2_fixed,0.7,0.233,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",spider abundance,SBA predator abundance,1,forest diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,0.492,model coefficient,yes,p-val,4,0.023,1,,,,R^2_fixed,0.7,0.217,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",arthropod richness,Arthropod richness,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,p-val,4,NA,,,,,R^2_fixed,0.55,NA,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",arthropod richness,Arthropod richness,1,distance from forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-0.303,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.55,0.044,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",arthropod richness,Arthropod richness,1,field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-0.943,model coefficient,yes,p-val,4,<0.001,1,,,,R^2_fixed,0.55,0.158,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",arthropod richness,Arthropod richness,1,proportion forest (3000m),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,-0.227,model coefficient,,p-val,4,0.144,,,,,R^2_fixed,0.55,0.156,NA,,
Mitch2014,TA3,linear mixed-effects,"2010, 2011",arthropod richness,Arthropod richness,1,tillage (no till),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.12,model coefficient,,p-val,4,0.437,,,,,R^2_fixed,0.55,0.154,NA,,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,3,"fungus (+), predator (+), f.div(-)",,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.89,F-value,yes,p-val,2,<0.0001,1,,,,R^2_adj,0.911,NA,NA,NA,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,4,"fungus (+), predator (+), f.div(-), par(+)",,1,,1,,1,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,46.34,F-value,no,p-val,2,<0.0001,1,,,,R^2_adj,0.905,NA,NA,NA,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,1,fungus (+),,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.66,F-value,no,p-val,2,<0.0001,1,,,,R^2_adj,0.632,NA,NA,NA,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,1,f.div (-),,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,F-value,no,p-val,2,0.0031,1,,,,R^2_adj,0.36,NA,NA,NA,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,1,predator (+),,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68,F-value,no,p-val,2,0.0043,1,,,,R^2_adj,0.338,NA,NA,NA,
Maison2017,T3,multiple linear regression,2011,cumulative aphid days,SBA regulation,1,par (+),,1,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,F-value,no,p-val,2,0.11,,,,,R^2_adj,0.085,NA,NA,NA,
