"","ID","paper_ID","tabfig","model_type","year","response","resp_type_generalized","explanatory","value","value_type","value_best_type","p_val","delta_i","w_i","likelihood","value_R2_type","value_R2","exp_num_var","exp_isNA","exp_isTIME","exp_isSCALE","exp_isOTHER","exp_SOYPRED","exp_FUNGUS","exp_plantnutrition","exp_leaf_percK","exp_leaf_perc_N","exp_precipitation","exp_growingdegreedays","exp_functdiversity","exp_aspect","exp_intercept","exp_isSBA","exp_captured_SBA","exp_SBA_abundance","exp_isPRED","exp_isPREDTYPE","exp_pred_migration","exp_pred_withheld","exp_pred_richness","exp_pred_abundance","exp_predtype_lacewings","exp_predtype_spiders","exp_coccinellidae","exp_parasitoids","exp_isFIELD","exp_fieldID","exp_fieldperimeter","exp_fieldarea","exp_fieldwidth","exp_fieldtillage_notill","exp_isBORDERTYPE","exp_border","exp_landscape_complexity","exp_border_buckthorn","exp_isBORDERTYPE_crops","exp_bordertype_alfalfa","exp_bordertype_corn","exp_bordertype_canola","exp_bordertype_cereals","exp_bordertype_soybean","exp_bordertype_richness","exp_bordertype_generalizedcrops","exp_isBORDERTYPE_grass","exp_bordertype_grass","exp_bordertype_prairie","exp_bordertype_pasture","exp_isBORDERTYPE_forest","exp_bordertype_forestdistance","exp_bordertype_forestproportion","exp_bordertype_forestdiversity","value_isBEST","value_best_num_var","signif"
"65","65","Sama2018","T3","multiple linear regression","2013, 2014","hover flies","SBA predator abundance","landcover type (forage grass)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"66","66","Sama2018","T3","multiple linear regression","2013, 2014","damsel bugs","SBA predator abundance","landcover type (forage grass)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"67","67","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (forage grass)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"68","68","Sama2018","T3","multiple linear regression","2013, 2014","brown lacewings","SBA predator abundance","landcover type (forage grass)","0.45","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"69","69","Sama2018","T3","multiple linear regression","2013, 2014","lady beetles","SBA predator abundance","landcover type (other crops)","0.39","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"70","70","Sama2018","T3","multiple linear regression","2013, 2014","hover flies","SBA predator abundance","landcover type (other crops)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"71","71","Sama2018","T3","multiple linear regression","2013, 2014","damsel bugs","SBA predator abundance","landcover type (other crops)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"72","72","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (other crops)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"73","73","Sama2018","T3","multiple linear regression","2013, 2014","brown lacewings","SBA predator abundance","landcover type (other crops)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"74","74","Sama2018","T3","multiple linear regression","2013, 2014","lady beetles","SBA predator abundance","landcover type (pasture)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"75","75","Sama2018","T3","multiple linear regression","2013, 2014","hover flies","SBA predator abundance","landcover type (pasture)","-0.42","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"76","76","Sama2018","T3","multiple linear regression","2013, 2014","hover flies","SBA predator abundance","landcover type (pasture)","-0.4","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"77","77","Sama2018","T3","multiple linear regression","2013, 2014","damsel bugs","SBA predator abundance","landcover type (pasture)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"78","78","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (pasture)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"79","79","Sama2018","T3","multiple linear regression","2013, 2014","brown lacewings","SBA predator abundance","landcover type (pasture)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"80","80","Sama2018","T3","multiple linear regression","2013, 2014","lady beetles","SBA predator abundance","landcover type (pirarian vegetation)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"81","81","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (pirarian vegetation)","-0.44","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"82","82","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (pirarian vegetation)","-0.42","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"83","83","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (pirarian vegetation)","-0.4","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"84","84","Sama2018","T3","multiple linear regression","2013, 2014","hover flies","SBA predator abundance","landcover type (soybean)","0.45","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"85","85","Sama2018","T3","multiple linear regression","2013, 2014","damsel bugs","SBA predator abundance","landcover type (soybean)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"86","86","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (soybean)","0.4","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"87","87","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (soybean)","0.42","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"88","88","Sama2018","T3","multiple linear regression","2013, 2014","green lacewings","SBA predator abundance","landcover type (soybean)","0.42","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"89","89","Sama2018","T3","multiple linear regression","2013, 2014","brown lacewings","SBA predator abundance","landcover type (soybean)","NA","model coefficient","p-val","nonsig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"90","90","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.46",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"91","91","Mitch2014","F1.a","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","complexity (750m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.46",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"92","92","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","proportion forest (750m)","0.238","model coefficient","p-val","0.155","NA","NA","NA","R^2_fixed","0.46",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"93","93","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","distance from forest","0.136","model coefficient","p-val","0.225","NA","NA","NA","R^2_fixed","0.46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
"94","94","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","field width","-0.84","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"95","95","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","aspect (SE)","0.151","model coefficient","p-val","0.079","NA","NA","NA","R^2_fixed","0.46",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"96","96","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","tillage (no till)","-0.228","model coefficient","p-val","0.16","NA","NA","NA","R^2_fixed","0.46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"97","97","Mitch2014","F1.a","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","forest diversity","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"98","98","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"99","99","Mitch2014","F1.c","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","complexity (750m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.29",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"100","100","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","proportion forest (750m)","0.557","model coefficient","p-val","0.057","NA","NA","NA","R^2_fixed","0.29",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"101","101","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","distance from forest","0.496","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1
"102","102","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","field width","-0.615","model coefficient","p-val","0.023","NA","NA","NA","R^2_fixed","0.29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"103","103","Mitch2014","F1.c","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","aspect (SE)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.29",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"104","104","Mitch2014","TA3","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","tillage (no till)","-0.481","model coefficient","p-val","0.108","NA","NA","NA","R^2_fixed","0.29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"105","105","Mitch2014","F1.c","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","forest diversity","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"106","106","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.39",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"107","107","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","complexity (2000m)","0.22","model coefficient","p-val","0.173","NA","NA","NA","R^2_fixed","0.39",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"108","108","Mitch2014","F1.b","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","proportion forest (2000m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"109","109","Mitch2014","F1.b","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","distance from forest","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
"110","110","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","field width","-0.781","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"111","111","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","aspect (SE)","0.202","model coefficient","p-val","0.167","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"112","112","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","tillage (no till)","-0.138","model coefficient","p-val","0.405","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"113","113","Mitch2014","F1.b","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","forest diversity","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"114","114","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.42",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"115","115","Mitch2014","F1.d","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","complexity (500m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.42",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"116","116","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","proportion forest (500m)","0.354","model coefficient","p-val","0.237","NA","NA","NA","R^2_fixed","0.42",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"117","117","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","distance from forest","1.056","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1
"118","118","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","field width","-1.015","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"119","119","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","aspect (SE)","0.362","model coefficient","p-val","0.212","NA","NA","NA","R^2_fixed","0.42",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"120","120","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","tillage (no till)","-0.582","model coefficient","p-val","0.061","NA","NA","NA","R^2_fixed","0.42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"121","121","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","forest diversity","-0.369","model coefficient","p-val","0.181","NA","NA","NA","R^2_fixed","0.42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"122","122","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.31",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"123","123","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","complexity (1000m)","-1.162","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.31",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"124","124","Mitch2014","F1.g","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","proportion forest (1000m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.31",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"125","125","Mitch2014","F1.g","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","distance from forest","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
"126","126","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","field width","0.327","model coefficient","p-val","0.379","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"127","127","Mitch2014","F1.g","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","aspect (SE)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"128","128","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","tillage (no till)","-0.347","model coefficient","p-val","0.292","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
